2022-11-24,trx-630807021567,85541,ava.jones@hotmail.com:,27,Iron,Appliances,6,29.99,yes,Credit Card,1,0,43 Henderson Avenue,Savannah,GA,31406,0.0,Ava Jones
2023-01-20,trx-231766088020,85550,emma.taylor@gmail.com$u,8,Sneakers,Footwear,6,79.99,yes,PayPal,1,1,8 Linden Circle,Somerville,MA,02143,0.0,Emma Taylor
2022-10-18,trx-334836612567,85479,james.jones@outlook.com[,6,Jeans,Clothing,2,49.99,yes,Stripe,1,2,1139 Addison Street,Berkeley,CA,94702,0.15,James Jones
2022-04-06,trx-678424403739,85551,michael.johnson@yahoo.com*,10,Sandals,Footwear,3,39.99,yes,Credit Card,1,3,521 McGregor Court,Montgomery,AL,36117,0.0,Michael Johnson
2022-08-09,trx-034026221655,85470,ava.wilson@hotmail.com^,3,Tablet,Electronics,6,299.99,yes,Stripe,1,4,10802 Brickside Court,Riverview,FL,33579,0.0,Ava Wilson
2023-10-27,trx-334049470367,85507,ava.miller@outlook.com:,25,Washing Machine,Appliances,5,499.99,yes,Credit Card,1,5,131 Westerly Street,Manchester,CT,06042,0.2,Ava Miller
2023-03-14,trx-354281638130,85466,michael.brown@yahoo.com)x,16,Skirt,Clothing,9,39.99,yes,PayPal,1,6,5403 Illinois Avenue,Nashville,TN,37209,0.0,Michael Brown
2023-11-06,trx-919712049046,85493,james.johnson@gmail.com>,27,Iron,Appliances,6,29.99,yes,Credit Card,1,7,10304 North 179th Drive,Waddell,AZ,85355,0.2,James Johnson
2023-02-17,trx-947364728949,85550,emma.taylor@gmail.com',20,Heels,Footwear,9,59.99,yes,Stripe,1,8,10340 West 62nd Place,Arvada,CO,80004,0.0,Emma Taylor
2023-01-12,trx-624869757221,85499,sophia.miller@hotmail.com&,3,Tablet,Electronics,1,299.99,yes,PayPal,1,9,629 Cutter Court,Annapolis,MD,21401,0.0,Sophia Miller
2022-06-05,trx-091162063212,85548,mia.davis@yahoo.com(,15,Hoodie,Clothing,1,29.99,yes,PayPal,1,10,8376 Albacore Drive,Pasadena,MD,21122,0.2,Mia Davis
2022-04-21,trx-174756507013,85535,william.taylor@hotmail.com&,29,Hair Straightener,Appliances,5,39.99,yes,Credit Card,1,11,355 Gillette Road,Nashville,TN,37211,0.1,William Taylor
2023-11-15,trx-143869871292,85467,alexander.jones@yahoo.com\,27,Iron,Appliances,5,29.99,yes,PayPal,1,12,265 Airport Road,Weathersfield,VT,05151,0.0,Alexander Jones
2022-07-21,trx-269534893579,85498,olivia.davis@hotmail.com',25,Washing Machine,Appliances,9,499.99,yes,PayPal,1,13,9 Thomas Street,Ashland,MA,01721,0.1,Olivia Davis
2022-04-13,trx-000911844886,85473,sophia.miller@yahoo.com:,25,Washing Machine,Appliances,4,499.99,yes,PayPal,1,14,351 Porter Street,Manchester,CT,06040,0.0,Sophia Miller
2023-09-13,trx-280508747748,85469,alexander.brown@gmail.com%x,30,Electric Kettle,Appliances,4,24.99,yes,Stripe,1,15,7427 West Abraham Lane,Glendale,AZ,85308,0.2,Alexander Brown
2023-10-09,trx-232468042946,85556,william.davis@outlook.com/,12,Monitor,Electronics,5,299.99,yes,PayPal,1,16,14213 Doc Hawley Street,Louisville,KY,40245,0.1,William Davis
2023-10-15,trx-280212531803,85555,mia.johnson@hotmail.com;,22,Coffee Maker,Appliances,1,79.99,yes,PayPal,1,17,5708 Beverly Street,Savannah,GA,31405,0.0,Mia Johnson
2022-01-16,trx-364956663862,85542,james.miller@yahoo.com$u,24,Blender,Appliances,7,49.99,yes,Credit Card,1,18,1744 Shoreham Drive,Montgomery,AL,36106,0.1,James Miller
2023-06-12,trx-948366137391,85483,john.johnson@yahoo.com\,30,Electric Kettle,Appliances,2,24.99,yes,PayPal,1,19,7027 West Phelps Road,Peoria,AZ,85382,0.15,John Johnson
2022-08-28,trx-127713130541,85538,james.smith@yahoo.com%x,23,Toaster,Appliances,8,39.99,yes,PayPal,1,20,77 Shadow Brook Estates,South Hadley,MA,01075,0.0,James Smith
2023-01-21,trx-629718958403,85522,john.brown@hotmail.com>,25,Washing Machine,Appliances,2,499.99,yes,Stripe,1,21,4812 Alton Place Northwest,Washington,DC,20016,0.0,John Brown
2022-11-28,trx-335076858209,85560,michael.jones@gmail.com%x,28,Hair Dryer,Appliances,3,19.99,yes,Credit Card,1,22,12438 West 83rd Avenue,Arvada,CO,80005,0.0,Michael Jones
2022-11-24,trx-431755272088,85477,alexander.williams@hotmail.com',21,Microwave,Appliances,1,129.99,yes,Credit Card,1,23,2640 8th Avenue,Oakland,CA,94606,0.2,Alexander Williams
2023-12-03,trx-002159537066,85489,alexander.jones@yahoo.com$u,4,Headphones,Electronics,5,99.99,yes,Stripe,1,24,8556 Nelson Court,Arvada,CO,80005,0.1,Alexander Jones
2022-11-06,trx-409141328870,85490,"mia.taylor@yahoo.com\"\"",17,Blouse,Clothing,6,29.99,yes,Stripe,1,25,10124 Watsonville Road,Louisville,KY,40272,0.2,Mia Taylor
2023-03-13,trx-751871719226,85506,ava.miller@yahoo.com:,28,Hair Dryer,Appliances,9,19.99,yes,Stripe,1,26,54 Pine Meadow Drive,Hyde Park,VT,05655,0.2,Ava Miller
2023-01-14,trx-061411588899,85486,james.johnson@yahoo.com$u,9,Boots,Footwear,7,129.99,yes,PayPal,1,27,8028 North 56th Lane,Glendale,AZ,85302,0.0,James Johnson
2022-08-27,trx-729754401527,85508,"james.smith@yahoo.com\"\"",2,Smartphone,Electronics,6,699.99,yes,Stripe,1,28,1709 7th Avenue Northwest,Ardmore,OK,73401,0.05,James Smith
2022-05-22,trx-794683132232,85500,john.brown@hotmail.com',3,Tablet,Electronics,1,299.99,yes,Credit Card,1,29,22572 Toreador Drive,Salinas,CA,93908,0.0,John Brown
2022-08-12,trx-308198821171,85471,ava.williams@outlook.comm,24,Blender,Appliances,10,49.99,yes,PayPal,1,30,2747 68th Avenue,Oakland,CA,94605,0.0,Ava Williams
2022-02-24,trx-566523295049,85504,john.johnson@hotmail.com[,2,Smartphone,Electronics,6,699.99,yes,Credit Card,1,31,12039 West 85th Drive,Arvada,CO,80005,0.2,John Johnson
2022-08-18,trx-732483728822,85543,olivia.brown@outlook.com]x,1,Laptop,Electronics,10,999.99,yes,Credit Card,1,32,3483 Canyon Creek Drive,San Jose,CA,95132,0.2,Olivia Brown
2023-06-01,trx-237139449848,85551,michael.johnson@yahoo.com{,17,Blouse,Clothing,4,29.99,yes,Credit Card,1,33,849 East Victoria Street,Carson,CA,90746,0.0,Michael Johnson
2023-03-08,trx-889317927482,85476,james.moore@yahoo.com&,29,Hair Straightener,Appliances,4,39.99,yes,PayPal,1,34,2721 Lindsay Avenue,Louisville,KY,40206,0.15,James Moore
2022-06-11,trx-397899135303,85490,mia.taylor@yahoo.com|,6,Jeans,Clothing,5,49.99,yes,Credit Card,1,35,6143 Prosperity Drive,Anchorage,AK,99504,0.0,Mia Taylor
2023-05-01,trx-348281814979,85486,james.johnson@yahoo.com;,17,Blouse,Clothing,10,29.99,yes,Stripe,1,36,3320 Peterkin Avenue,Anchorage,AK,99508,0.0,James Johnson
2022-10-12,trx-196102812292,85508,james.smith@yahoo.com(,15,Hoodie,Clothing,1,29.99,yes,Stripe,1,37,560 Penstock Drive,Grass Valley,CA,95945,0.0,James Smith
2023-10-16,trx-842970488131,85540,william.wilson@gmail.com*,26,Vacuum Cleaner,Appliances,8,199.99,yes,PayPal,1,38,6604 North 59th Avenue,Glendale,AZ,85301,0.2,William Wilson
2022-07-01,trx-972123607617,85520,alexander.wilson@hotmail.com/,11,TV,Electronics,1,899.99,yes,Stripe,1,39,614 East Duffy Lane,Savannah,GA,31401,0.0,Alexander Wilson
2023-10-17,trx-223223287401,85511,ava.moore@gmail.com#4r,25,Washing Machine,Appliances,2,499.99,yes,Stripe,1,40,4250 North Valley Lake Drive,Fayetteville,AR,72703,0.0,Ava Moore
2022-07-26,trx-421718473706,85548,mia.davis@yahoo.com$u,16,Skirt,Clothing,1,39.99,yes,Stripe,1,41,6606 North 52nd Drive,Glendale,AZ,85301,0.15,Mia Davis
2022-11-23,trx-544248802023,85463,mia.williams@gmail.com%x,19,Sandals,Footwear,5,29.99,yes,PayPal,1,42,6800 West Bell Road,Glendale,AZ,85308,0.2,Mia Williams
2023-08-07,trx-322304849280,85493,james.johnson@gmail.com',12,Monitor,Electronics,8,299.99,yes,PayPal,1,43,3714 John Mallette Drive,Nashville,TN,37218,0.0,James Johnson
2022-08-19,trx-888728585864,85496,james.davis@yahoo.com<,18,Boots,Footwear,3,149.99,yes,Credit Card,1,44,5110 East Shoshone Avenue,Orange,CA,92867,0.2,James Davis
2023-01-01,trx-947934669810,85541,ava.jones@hotmail.com;,21,Microwave,Appliances,9,129.99,yes,Credit Card,1,45,129 Glen Street,West Brattleboro,VT,05301,0.15,Ava Jones
2022-03-25,trx-171817093727,85470,"ava.wilson@hotmail.com\"\"",6,Jeans,Clothing,3,49.99,yes,Stripe,1,46,7607 Beulah Church Road,Louisville,KY,40228,0.0,Ava Wilson
2023-06-18,trx-541436407044,85534,james.wilson@gmail.com<,1,Laptop,Electronics,9,999.99,yes,Credit Card,1,47,16820 Coronado Street,Anchorage,AK,99577,0.0,James Wilson
2023-03-20,trx-593463414524,85523,mia.wilson@gmail.com(,6,Jeans,Clothing,6,49.99,yes,Credit Card,1,48,11 North Vineyard Drive,Pueblo West,CO,81007,0.0,Mia Wilson
2022-01-10,trx-668797615410,85558,ava.williams@yahoo.com;,1,Laptop,Electronics,1,999.99,yes,Stripe,1,49,618 Staley Avenue,Hayward,CA,94541,0.0,Ava Williams
2023-06-18,trx-271075831005,85541,ava.jones@hotmail.com\,15,Hoodie,Clothing,3,29.99,yes,Stripe,1,50,8800 Cordell Circle,Anchorage,AK,99502,0.2,Ava Jones
2023-05-15,trx-883339193275,85540,william.wilson@gmail.com}4,12,Monitor,Electronics,3,299.99,yes,PayPal,1,51,1112 Flat Rock Road,Louisville,KY,40245,0.2,William Wilson
2023-11-25,trx-916045474868,85470,ava.wilson@hotmail.com:,8,Sneakers,Footwear,7,79.99,yes,Credit Card,1,52,3469 North Par Court,Fayetteville,AR,72703,0.2,Ava Wilson
2022-02-09,trx-266708398433,85493,"james.johnson@gmail.com\"\"",8,Sneakers,Footwear,8,79.99,yes,PayPal,1,53,8157 East Beach Drive Northwest,Washington,DC,20012,0.0,James Johnson
2022-03-12,trx-096269425512,85525,michael.wilson@gmail.com$u,3,Tablet,Electronics,8,299.99,yes,Credit Card,1,54,1219 Carleton Street,Berkeley,CA,94702,0.0,Michael Wilson
2022-06-25,trx-848112316525,85504,john.johnson@hotmail.com}4,7,Dress,Clothing,9,59.99,yes,Credit Card,1,55,1815 Grove Hill Lane,Montgomery,AL,36106,0.0,John Johnson
2023-01-27,trx-870663986522,85526,michael.miller@outlook.com#4r,26,Vacuum Cleaner,Appliances,3,199.99,yes,PayPal,1,56,3 Kimball Street,Marblehead,MA,01945,0.0,Michael Miller
2023-11-17,trx-129057972920,85467,alexander.jones@yahoo.com%x,13,Printer,Electronics,7,149.99,yes,PayPal,1,57,1559 Alabama Avenue Southeast,Washington,DC,20032,0.2,Alexander Jones
2022-11-05,trx-043997263410,85498,olivia.davis@hotmail.com}4,21,Microwave,Appliances,5,129.99,yes,PayPal,1,58,7202 Jump Street,Youngstown,FL,32466,0.0,Olivia Davis
2022-07-07,trx-713105132403,85561,alexander.moore@yahoo.com$u,25,Washing Machine,Appliances,1,499.99,yes,PayPal,1,59,962 South Silverado Drive,Fayetteville,AR,72701,0.1,Alexander Moore
2022-01-01,trx-961186738199,85540,william.wilson@gmail.com$u,9,Boots,Footwear,8,129.99,yes,PayPal,1,60,45 Parsons Avenue,Saint Albans City,VT,05478,0.2,William Wilson
2023-12-25,trx-516435287041,85546,alexander.johnson@gmail.com\,17,Blouse,Clothing,8,29.99,yes,PayPal,1,61,31 Buckland Hills Drive,Manchester,CT,06042,0.2,Alexander Johnson
2022-05-02,trx-382773376142,85493,james.johnson@gmail.com<,16,Skirt,Clothing,6,39.99,yes,Stripe,1,62,5244 West Port Au Prince Lane,Glendale,AZ,85306,0.0,James Johnson
2022-11-06,trx-829429613568,85484,john.williams@gmail.com\,28,Hair Dryer,Appliances,7,19.99,yes,PayPal,1,63,6 Little Country Place,Savannah,GA,31406,0.0,John Williams
2022-04-26,trx-237472988125,85512,william.brown@gmail.com[,17,Blouse,Clothing,6,29.99,yes,Stripe,1,64,7132 South Villa Avenue,Oklahoma City,OK,73159,0.0,William Brown
2023-05-08,trx-613681734598,85530,mia.moore@yahoo.com(,28,Hair Dryer,Appliances,6,19.99,yes,Credit Card,1,65,405 Savannah Park Way,Panama City Beach,FL,32407,0.0,Mia Moore
2022-10-03,trx-867753728473,85539,emma.miller@outlook.com/,13,Printer,Electronics,8,149.99,yes,Stripe,1,66,7400 West Arrowhead Clubhouse Drive,Glendale,AZ,85308,0.0,Emma Miller
2022-04-23,trx-651086456144,85479,james.jones@outlook.com%x,29,Hair Straightener,Appliances,2,39.99,yes,PayPal,1,67,270 Chrissy's Court,"",VT,05443,0.0,James Jones
2023-11-20,trx-719557655580,85502,michael.brown@hotmail.com\,8,Sneakers,Footwear,7,79.99,yes,PayPal,1,68,1600 20th Street Northwest,Washington,DC,20009,0.0,Michael Brown
2023-02-26,trx-306014643017,85468,william.davis@yahoo.com[,4,Headphones,Electronics,6,99.99,yes,Stripe,1,69,5264 Shafter Avenue,Oakland,CA,94618,0.1,William Davis
2022-03-05,trx-904982724967,85470,ava.wilson@hotmail.com#4r,11,TV,Electronics,1,899.99,yes,Credit Card,1,70,5024 Ryan Drive,Oklahoma City,OK,73135,0.05,Ava Wilson
2023-11-10,trx-970823869798,85561,alexander.moore@yahoo.com|,15,Hoodie,Clothing,4,29.99,yes,Credit Card,1,71,6730 North 59th Drive,Glendale,AZ,85301,0.0,Alexander Moore
